train_loss_step,epoch,step
173.1203745621523,0,49
174.74376597956905,0,99
39.030165314808734,0,149
89.54939535273365,0,199
56.31427130615369,0,249
101.08801612572002,0,299
208.36686911053587,0,349
38.19936793602398,0,399
67.17758757829377,0,449
147.29702389731395,0,499
282.8400770791156,0,549
147.83106416742308,0,599
129.8066285139051,0,649
107.17652571038725,0,699
23.845348180096366,0,749
85.49280180146566,0,799
78.1489156014739,0,849
4.485959371270254,0,899
53.749420486772216,0,949
48.93959394601574,0,999
157.55667184959347,0,1049
110.82121365471852,0,1099
57.23321910270507,0,1149
141.21345052677063,0,1199
21.94171927145925,0,1249
53.4715110996871,0,1299
43.190304833713505,0,1349
56.87277565047176,0,1399
204.4495070642067,0,1449
47.78880030264967,0,1499
82.80146954997936,0,1549
185.8246573564809,0,1599
39.54251213195392,0,1649
127.90951861716125,0,1699
282.6414747975916,0,1749
44.66414264191846,0,1799
126.7744855551776,0,1849
82.79487533557351,0,1899
15.368872253426472,0,1949
215.06211246029076,0,1999
155.8707004717848,0,2049
38.87308560085292,0,2099
18.10517965264576,0,2149
24.166074450971735,0,2199
42.72708483749483,0,2249
101.12606128691245,0,2299
107.74988739935894,0,2349
173.94600121202907,0,2399
73.40393308494811,0,2449
122.32019001853753,0,2499
226.8148513586448,0,2549
27.40733574195053,0,2599
85.71811052289688,0,2649
62.14059760770732,0,2699
209.88828663619793,0,2749
256.1942412875068,0,2799
18.187387532917462,0,2849
138.37981432644332,0,2899
106.27697988127336,0,2949
97.25979687463166,0,2999
392.1973109220905,0,3049
117.14278477421813,0,3099
57.14072506081192,0,3149
194.74485229759946,0,3199
81.17813693966656,0,3249
89.32882654585437,0,3299
267.7401049208472,0,3349
103.34375290356893,0,3399
23.992028780943315,0,3449
160.340768940189,0,3499
138.2264198279056,0,3549
35.07250838234044,0,3599
188.5662656729021,0,3649
94.84515131082385,0,3699
45.358677578596144,0,3749
73.85465243646007,0,3799
259.88757642715717,0,3849
122.40444967933091,0,3899
55.29852560042934,0,3949
58.618475302659355,0,3999
242.32985683908714,0,4049
209.77281955767057,0,4099
205.13949347960923,0,4149
155.19192779932234,0,4199
73.67128340288782,0,4249
135.44946410877864,0,4299
87.9349980327324,0,4349
138.58777296794088,0,4399
81.45494342201154,0,4449
46.699303124989164,0,4499
64.78512353090194,0,4549
84.00242172719896,0,4599
100.3277969053732,0,4649
12.300401879278185,0,4699
93.18150369449546,0,4749
121.79503538642821,0,4799
57.32993290816294,0,4849
30.635534837158417,0,4899
77.21140594618133,0,4949
92.81071967730918,0,4999
106.65708049333698,0,5049
269.59889841477246,0,5099
54.304453786917406,0,5149
98.15115099257999,0,5199
10.947811224690328,0,5249
28.738715698152834,0,5299
344.1975593053549,0,5349
180.84562933894154,0,5399
206.94985894307206,0,5449
37.317401887016736,0,5499
209.59602801562323,0,5549
20.636653124296256,0,5599
102.02960956760903,0,5649
24.588749741357343,0,5699
66.03889715063501,0,5749
183.51738841694427,0,5799
93.71366953392577,0,5849
