train_loss_step,epoch,step,valid_loss_step,valid_loss_epoch,train_loss_epoch
116.05573643980091,0,49,,,
123.63452369458432,0,99,,,
124.69528073977912,0,149,,,
127.47081803713743,0,199,,,
100.64077410328305,0,249,,,
111.25319558125608,0,299,,,
103.60474876668916,0,349,,,
140.1470030215411,0,399,,,
119.15056780111635,0,449,,,
,,0,96.33161530064781,,
,,1,118.05967350472157,,
,,2,113.13008433304756,,
,,3,106.5611432042035,,
,,4,90.07627630599487,,
,,5,113.75320856689402,,
,,6,116.8502348893744,,
,,7,160.73245031797984,,
,,8,214.4256778426179,,
,,9,153.2635770772667,,
,,10,107.54525378737758,,
,,11,164.4233026734712,,
,,12,98.81439766119017,,
,,13,147.74394705587582,,
,,14,127.32148277417261,,
,,15,122.17323393166977,,
,,16,142.63590912718416,,
,,17,109.40290370033615,,
,,18,137.53487113887857,,
,,19,110.42292291034241,,
,,20,99.3724284163867,,
,,21,114.4588712597721,,
,,22,117.4377805893601,,
,,23,117.85270375348833,,
,,24,99.80408034612896,,
,,25,115.63607596374646,,
,,26,115.77322181407669,,
,,27,99.42100366499427,,
,,28,111.72721811965586,,
,,29,95.01322511390947,,
,,30,100.80726274771618,,
,,31,107.46509992219347,,
,,32,104.14680438516753,,
,,33,138.02113941288135,,
,,34,97.43687875361942,,
,,35,137.033949929508,,
,,36,121.82869406205695,,
,,37,114.32050143980277,,
,,38,108.42954307538837,,
,,39,130.08017271239117,,
,,40,112.36268772477342,,
,,41,89.75644391232399,,
,,42,83.71648174451877,,
,,43,109.77029633231335,,
,,44,117.17241149918945,,
,,45,135.5343459250895,,
,,46,132.01998167731531,,
,,47,107.64159762097431,,
,,48,125.99824229248637,,
,,49,94.425086847241,,
,,50,96.89823420172861,,
,,51,134.46013711066536,,
,,52,89.1193828439433,,
,,53,106.33267947858955,,
,,54,112.09544229706717,,
,,55,136.23710771750837,,
,,56,107.67349079716331,,
,,57,119.4796421456424,,
,,58,85.2173771192553,,
,,59,140.74639270764214,,
,,60,110.28766167279825,,
,,61,97.40599913994828,,
,,62,92.80070968756363,,
,,63,114.94005403157496,,
,,64,121.26237939713783,,
,,65,95.98417541312739,,
,,66,113.8783778375898,,
,,67,121.73097265133813,,
,,68,121.22431889970875,,
,,69,122.02188781437982,,
,,70,142.48729423109796,,
,,71,96.87085517677994,,
,,72,140.20297843603947,,
,,73,101.73740819333891,,
,,74,97.87058716812787,,
,,75,93.65910001081664,,
,,76,140.39680376820195,,
,,77,124.42544536214433,,
,,78,124.17929631683828,,
,,79,98.3433270669469,,
,,80,119.90972138905028,,
,,81,102.03602032931029,,
,,82,116.20564352522037,,
,,83,146.71665411242458,,
,,84,95.83599064433935,,
,,85,127.29719121484936,,
,,86,115.08730716747382,,
,,87,93.9464260398673,,
,,88,100.81513981372083,,
,,89,109.71344580593029,,
,,90,108.72900149889267,,
,,91,104.979907417502,,
,,92,107.52908197230556,,
,,93,101.20718279174564,,
,,94,134.15894031451748,,
,,95,143.78124653204645,,
,,96,122.37450706893526,,
,,97,106.79647418945936,,
,,98,97.44128530376554,,
,,99,130.27516276240027,,
,,100,146.23301891414576,,
,,101,110.58160040721056,,
,,102,116.98440482287052,,
,,103,107.20595039308631,,
,,104,115.74371751012495,,
,,105,130.43377951652306,,
,,106,93.44205346228406,,
,,107,119.98725037469671,,
,,108,93.61423675894716,,
,,109,103.80968723727733,,
,,110,140.09122460530506,,
,,111,105.90717720643475,,
,,112,112.69890409962869,,
,,113,152.0955892387507,,
,,114,119.1935081666377,,
,,115,132.9450918996233,,
,,116,102.72787403719465,,
,,117,122.93370202168612,,
,,118,156.4497384605254,,
,,119,142.42965116056902,,
,,120,100.32729777457463,,
,,121,105.17724649618438,,
,0,485,,116.62084564425052,
,0,485,,,120.39209066867873
101.64989101097491,1,499,,,
104.12916838525727,1,549,,,
113.71323055893117,1,599,,,
126.05894816631462,1,649,,,
134.0605242706356,1,699,,,
155.1544985132285,1,749,,,
108.68803754666342,1,799,,,
137.34255071194153,1,849,,,
107.57956307392584,1,899,,,
119.73384678576917,1,949,,,
,,122,92.19317622146276,,
,,123,128.161083431305,,
,,124,112.19335085022337,,
,,125,108.51296895527811,,
,,126,88.96858804300678,,
,,127,105.09051987680084,,
,,128,122.83423315554207,,
,,129,172.3099306896595,,
,,130,236.5489607611282,,
,,131,159.9024130094599,,
,,132,112.84837787389233,,
,,133,176.75866051302677,,
,,134,101.57391260982055,,
,,135,151.0585586320879,,
,,136,139.58019922804402,,
,,137,129.0329420418711,,
,,138,146.44243336395598,,
,,139,113.92253839708808,,
,,140,155.7532960003777,,
,,141,119.64946649780917,,
,,142,106.26732113146053,,
,,143,120.66187190215044,,
,,144,121.61719620548969,,
,,145,122.37701970106394,,
,,146,105.23724405694651,,
,,147,115.16205832556761,,
,,148,116.79431670938682,,
,,149,105.12037277941148,,
,,150,112.96482312829038,,
,,151,91.20018448127246,,
,,152,109.60609429409101,,
,,153,118.36082406435088,,
,,154,103.14417900831688,,
,,155,142.22092598686498,,
,,156,100.69007221348005,,
,,157,132.31408403741875,,
,,158,129.83847423119568,,
,,159,115.60939944018872,,
,,160,113.08397520838135,,
,,161,132.5789150330634,,
,,162,108.9617656001401,,
,,163,95.84232459223537,,
,,164,83.60093708732475,,
,,165,121.39072925952217,,
,,166,112.81726296306203,,
,,167,137.59670131887862,,
,,168,141.4861869002894,,
,,169,109.85320672129956,,
,,170,121.21070937722658,,
,,171,100.42340532815874,,
,,172,103.23868704179885,,
,,173,144.30452738724892,,
,,174,89.59688541369796,,
,,175,111.4418998504465,,
,,176,115.20976651307163,,
,,177,136.28551263656237,,
,,178,110.00147963321584,,
,,179,119.77825709247804,,
,,180,86.98664448129968,,
,,181,147.85164777604433,,
,,182,112.43382612156711,,
,,183,99.49924358919762,,
,,184,102.73184312913075,,
,,185,122.2269353111322,,
,,186,123.09340583250466,,
,,187,101.32866121779283,,
,,188,109.31364819229766,,
,,189,123.48712714819237,,
,,190,121.9761655911292,,
,,191,119.29335967168645,,
,,192,151.0389534544196,,
,,193,98.8447798005767,,
,,194,144.47140124965497,,
,,195,104.06450951629239,,
,,196,100.8745950069624,,
,,197,94.65801031318264,,
,,198,154.4137981804098,,
,,199,123.12181661824097,,
,,200,129.90155993008523,,
,,201,91.18507342016768,,
,,202,129.1796273061372,,
,,203,99.63363667688182,,
,,204,108.12329572531107,,
,,205,151.77923718891327,,
,,206,96.01271789207115,,
,,207,137.0885912037561,,
,,208,121.92504736396837,,
,,209,92.69722023615121,,
,,210,104.87880225731892,,
,,211,109.42916705048285,,
,,212,110.95048196025753,,
,,213,105.23939961222943,,
,,214,105.40617596423095,,
,,215,101.76542055741616,,
,,216,144.87103496862778,,
,,217,142.9623156186826,,
,,218,138.0658690684271,,
,,219,116.57391538130429,,
,,220,101.49115784954293,,
,,221,139.5750270085405,,
,,222,147.46025835658617,,
,,223,118.61111195789461,,
,,224,119.74808236605637,,
,,225,108.99581299006213,,
,,226,124.91412345935744,,
,,227,129.16163677549,,
,,228,103.98749598794491,,
,,229,116.06382695057829,,
,,230,92.12537454176895,,
,,231,98.30691214020125,,
,,232,152.31308428799866,,
,,233,109.46500583445302,,
,,234,117.80691392050701,,
,,235,154.61791528844554,,
,,236,122.21152427370961,,
,,237,146.11813901353617,,
,,238,96.5251006473726,,
,,239,123.53435069889767,,
,,240,157.34845770942027,,
,,241,151.05229319410034,,
,,242,101.17448045772352,,
,,243,104.46162857900293,,
,1,971,,120.29782213962025,
,1,971,,,119.67616153073223
121.41049064432268,2,999,,,
143.83266335062885,2,1049,,,
134.90451695688213,2,1099,,,
120.60619464370677,2,1149,,,
108.39450712176294,2,1199,,,
104.77253076545021,2,1249,,,
112.6061168784612,2,1299,,,
101.42925059380536,2,1349,,,
98.37704902804528,2,1399,,,
113.0466320599472,2,1449,,,
,,244,101.02473766453868,,
,,245,115.16520775760725,,
,,246,117.09461489299491,,
,,247,110.80942628477709,,
,,248,94.06040898271183,,
,,249,117.13949708166726,,
,,250,114.6478488558732,,
,,251,155.72438416932533,,
,,252,200.66430669533293,,
,,253,153.62486125324966,,
,,254,110.55901307740217,,
,,255,167.43820939613437,,
,,256,98.57410230532906,,
,,257,146.07123302668387,,
,,258,124.714264922696,,
,,259,125.10625969673804,,
,,260,145.45799429449565,,
,,261,112.44231483617536,,
,,262,131.4410729591908,,
,,263,107.17017754859626,,
,,264,102.91098620621094,,
,,265,112.80178150785216,,
,,266,119.70605023193751,,
,,267,121.50271648435906,,
,,268,98.23021827914138,,
,,269,123.43002870970292,,
,,270,116.15034745570304,,
,,271,99.40199166541929,,
,,272,116.57228000489162,,
,,273,102.6676768622525,,
,,274,100.32951245332318,,
,,275,107.15420426279786,,
,,276,110.16700207020516,,
,,277,134.20273382485212,,
,,278,97.50390245727695,,
,,279,140.95458090918478,,
,,280,120.30066333527,,
,,281,116.00936957321899,,
,,282,110.63731400096725,,
,,283,132.8371188007239,,
,,284,115.27261071930886,,
,,285,87.37676725904618,,
,,286,87.83989148672563,,
,,287,109.96217691853752,,
,,288,125.2083415994244,,
,,289,136.20994407572059,,
,,290,133.03513665967782,,
