train_loss_step,epoch,step,valid_loss_step,valid_loss_epoch,train_loss_epoch
122.51729133996149,0,49,,,
128.61796380372883,0,99,,,
113.1067475237368,0,149,,,
105.30319237396623,0,199,,,
131.15199840879998,0,249,,,
114.38781265101593,0,299,,,
161.44524386222068,0,349,,,
101.31596446216714,0,399,,,
112.46329070099532,0,449,,,
,,0,100.80518336876753,,
,,1,122.29053441814186,,
,,2,116.22791785184324,,
,,3,104.65826058799027,,
,,4,93.34414670908751,,
,,5,117.96089232482618,,
,,6,116.60089441443259,,
,,7,160.6925825595933,,
,,8,205.2679254620002,,
,,9,152.38778287463163,,
,,10,107.83395155484095,,
,,11,161.48536833936146,,
,,12,100.245594967672,,
,,13,150.40955703840888,,
,,14,125.87501574655596,,
,,15,119.88226097895154,,
,,16,141.43891554903888,,
,,17,110.77303347124709,,
,,18,136.58755773517566,,
,,19,107.96113463661021,,
,,20,101.26505953257933,,
,,21,113.26941963622912,,
,,22,116.19321748774621,,
,,23,117.23941347558846,,
,,24,103.55970806901942,,
,,25,119.48562213458541,,
,,26,117.41657422294514,,
,,27,97.47949056377378,,
,,28,116.54714591858459,,
,,29,100.33643304424139,,
,,30,106.90106090883282,,
,,31,110.33747998064314,,
,,32,103.88137683065023,,
,,33,142.7474182446259,,
,,34,97.76167689515918,,
,,35,139.71167502792528,,
,,36,118.94408311038703,,
,,37,119.37939416711775,,
,,38,108.08106384563536,,
,,39,124.31663966165556,,
,,40,117.64598489011439,,
,,41,91.4915406374413,,
,,42,90.2810966844785,,
,,43,111.01167304685413,,
,,44,115.97733204483424,,
,,45,129.7681346844533,,
,,46,131.6115526789746,,
,,47,109.4816151633941,,
,,48,127.7321732574855,,
,,49,92.00032108814285,,
,,50,97.55724399844087,,
,,51,134.18125041249232,,
,,52,91.74532681840223,,
,,53,109.6812376994713,,
,,54,110.96499184090672,,
,,55,138.14463524275047,,
,,56,110.23807260984834,,
,,57,118.65329416337562,,
,,58,86.73783747667677,,
,,59,140.5411499871804,,
,,60,109.29103153985952,,
,,61,106.44680620539927,,
,,62,97.94445279085483,,
,,63,116.4182329811256,,
,,64,119.48930168597005,,
,,65,96.60092522734433,,
,,66,115.7152768567062,,
,,67,123.91994163128226,,
,,68,124.39021977387898,,
,,69,122.84581441238839,,
,,70,143.58977128755882,,
,,71,99.4412559895834,,
,,72,140.4480505607825,,
,,73,101.60546295440466,,
,,74,102.65042238110794,,
,,75,97.11250929158804,,
,,76,140.50960131355026,,
,,77,123.95703374569061,,
,,78,123.9221911011291,,
,,79,106.8075765902583,,
,,80,122.32980219871234,,
,,81,105.07060104463093,,
,,82,119.76121290227195,,
,,83,139.58433423276955,,
,,84,102.38074380558956,,
,,85,126.38831646421067,,
,,86,115.98740786874437,,
,,87,96.36219945402253,,
,,88,102.02977691934748,,
,,89,112.09412425037938,,
,,90,112.19362124060281,,
,,91,110.15455800968486,,
,,92,108.1851200509837,,
,,93,101.24651059572128,,
,,94,131.6766936047029,,
,,95,147.256663191083,,
,,96,123.24950258071529,,
,,97,108.83778631111213,,
,,98,104.18424139322337,,
