train_loss_step,epoch,step
nan,0,49
nan,0,99
nan,0,149
nan,0,199
nan,0,249
nan,0,299
nan,0,349
nan,0,399
nan,0,449
nan,0,499
nan,0,549
nan,0,599
nan,0,649
nan,0,699
nan,0,749
